feature,importance
value__ar_coefficient__coeff_1__k_10,0.019809486286465557
"value__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",0.013349219325918572
value__quantile__q_0.1,0.01152174137089095
"value__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",0.010757100647745512
"value__linear_trend__attr_""pvalue""",0.010323320554293676
"value__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.00980752646635868
"value__agg_autocorrelation__f_agg_""median""__maxlag_40",0.009608417857017423
value__quantile__q_0.2,0.009509192129274759
value__quantile__q_0.9,0.008648530594191638
"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""",0.008603185274727167
value__standard_deviation,0.008314622476891452
value__kurtosis,0.008283590071415202
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",0.00815399205013277
value__quantile__q_0.8,0.00808162371522987
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",0.007961638538888644
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",0.007862068641519697
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",0.007595652346293813
value__mean_abs_change,0.007123182961730117
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",0.007077437741085394
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",0.007016086729144564
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",0.006986432665496304
value__autocorrelation__lag_3,0.006872242136960689
value__quantile__q_0.7,0.006759102500506199
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",0.006583367541345119
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",0.006528823071913409
value__partial_autocorrelation__lag_2,0.006511764029784668
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",0.006454775837259825
value__autocorrelation__lag_1,0.006406644252902449
"value__fft_coefficient__attr_""abs""__coeff_1",0.006400400948836925
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",0.006376428459701287
value__autocorrelation__lag_7,0.006312882182712924
value__partial_autocorrelation__lag_1,0.006104184913418412
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",0.00588516548491173
value__energy_ratio_by_chunks__num_segments_10__segment_focus_0,0.0058380518713419365
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",0.00578752646055474
"value__linear_trend__attr_""intercept""",0.005669077520173788
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",0.0056429148919922775
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",0.00563716184097562
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",0.005603030016806088
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",0.005575605813189141
value__cid_ce__normalize_False,0.005528255427219453
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",0.005436791790580291
value__root_mean_square,0.005383033946305224
value__ratio_beyond_r_sigma__r_1,0.005363710497291456
value__cid_ce__normalize_True,0.005361161274743479
"value__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",0.005303682861821755
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.005218762123392695
value__binned_entropy__max_bins_10,0.005204947065025702
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",0.005174930199570615
value__variance,0.005124592331090936
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",0.005076268765102363
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",0.0050401616639365425
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",0.0049865819279537515
value__permutation_entropy__dimension_4__tau_1,0.004884337861730002
value__permutation_entropy__dimension_3__tau_1,0.004873279078949905
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.004850698135229852
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.004849728202174742
"value__linear_trend__attr_""rvalue""",0.004846395254974227
value__autocorrelation__lag_6,0.004780218113652869
value__index_mass_quantile__q_0.7,0.004776624731428808
value__autocorrelation__lag_5,0.00476579405864682
value__fourier_entropy__bins_10,0.004763476063671312
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",0.004710623072824905
value__absolute_maximum,0.004691846250071957
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",0.004686352655677694
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",0.004665215602273912
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",0.004646721959289675
value__index_mass_quantile__q_0.6,0.004632121828621746
value__ratio_beyond_r_sigma__r_0.5,0.004612819103434741
value__index_mass_quantile__q_0.3,0.004596771320764619
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",0.004449636662657355
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",0.004425147314924294
value__index_mass_quantile__q_0.8,0.004395115264950364
value__index_mass_quantile__q_0.2,0.004358445357246319
value__autocorrelation__lag_4,0.004302610404749591
value__index_mass_quantile__q_0.1,0.004285169110978071
value__energy_ratio_by_chunks__num_segments_10__segment_focus_9,0.004278186616378063
value__friedrich_coefficients__coeff_2__m_3__r_30,0.004228522256306178
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",0.004161045355978713
value__permutation_entropy__dimension_5__tau_1,0.004144740844279124
value__ar_coefficient__coeff_4__k_10,0.004093822178929002
"value__fft_coefficient__attr_""abs""__coeff_0",0.004092821385842011
value__autocorrelation__lag_8,0.004047364848843528
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",0.004019694480800576
value__autocorrelation__lag_2,0.004016546015301935
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.004015932524888878
value__index_mass_quantile__q_0.4,0.0039605727660080164
value__ratio_beyond_r_sigma__r_2.5,0.0039371915529483655
value__spkt_welch_density__coeff_2,0.00391704047516515
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",0.003896057340553158
"value__fft_aggregated__aggtype_""kurtosis""",0.0038860577939381536
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",0.0038636125427297567
value__fourier_entropy__bins_100,0.003782031072491896
value__index_mass_quantile__q_0.9,0.003689964667960345
"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",0.0036546965661203783
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",0.0035467347903251913
"value__agg_autocorrelation__f_agg_""var""__maxlag_40",0.003542587004621699
value__mean_n_absolute_max__number_of_maxima_7,0.0035193358969863296
value__minimum,0.003505553607536481
value__quantile__q_0.3,0.0034776066147080833
value__permutation_entropy__dimension_6__tau_1,0.0033831541052467616
value__ar_coefficient__coeff_3__k_10,0.0033500271307386363
value__spkt_welch_density__coeff_5,0.003309117702744888
value__absolute_sum_of_changes,0.00319551361026593
"value__fft_aggregated__aggtype_""skew""",0.003170243205109241
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",0.0031085904408386187
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",0.003101848648200878
value__energy_ratio_by_chunks__num_segments_10__segment_focus_5,0.0030362690476787154
value__length,0.003009594863905185
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",0.00300871871161348
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.002989362440433021
value__range_count__max_1__min_-1,0.0029704871984455356
value__permutation_entropy__dimension_7__tau_1,0.0029644497747637042
value__maximum,0.0029613409186196172
value__count_below_mean,0.0029078316580083306
"value__fft_aggregated__aggtype_""variance""",0.002889413382892461
value__c3__lag_1,0.0028855601753712706
value__fourier_entropy__bins_5,0.0028667092202954657
value__energy_ratio_by_chunks__num_segments_10__segment_focus_4,0.0028384468228793494
value__ratio_beyond_r_sigma__r_3,0.002822480931117568
value__autocorrelation__lag_9,0.002796952920759479
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",0.0027103310640426213
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",0.0027103287072213398
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",0.002641241578396314
value__lempel_ziv_complexity__bins_100,0.0026320574439515887
value__skewness,0.0025830563999688226
value__range_count__max_0__min_-1000000000000.0,0.002581843122592789
value__number_cwt_peaks__n_5,0.002532684482823317
value__range_count__max_1000000000000.0__min_0,0.002520209327605473
value__count_above_mean,0.002476870715672474
"value__fft_coefficient__attr_""abs""__coeff_5",0.002450145825496147
"value__fft_coefficient__attr_""abs""__coeff_4",0.0024426604429624884
value__number_peaks__n_1,0.002440040395885318
value__partial_autocorrelation__lag_3,0.0023961444648367145
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",0.002385209174385021
"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",0.0023823936478996714
"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",0.002366144767762944
"value__fft_coefficient__attr_""abs""__coeff_2",0.002332958856404931
value__number_crossing_m__m_-1,0.0023185781124373892
value__ar_coefficient__coeff_6__k_10,0.0023062178102702903
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",0.002296173489886199
value__energy_ratio_by_chunks__num_segments_10__segment_focus_8,0.002293106723368506
value__ar_coefficient__coeff_5__k_10,0.002268182867526595
value__benford_correlation,0.0022412751119405346
value__number_crossing_m__m_0,0.0022342258723824287
"value__linear_trend__attr_""stderr""",0.0022328708917042452
value__number_cwt_peaks__n_1,0.0022318305533883948
value__number_peaks__n_10,0.0022275049836651237
value__abs_energy,0.002214993181037542
value__longest_strike_above_mean,0.002192556069882906
value__lempel_ziv_complexity__bins_10,0.002191419540433671
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",0.0021809970527151322
value__number_peaks__n_5,0.002161175036658611
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",0.0021547570133193922
value__number_peaks__n_50,0.0021375135666928595
"value__fft_coefficient__attr_""abs""__coeff_6",0.0021169778923178224
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",0.002103142942082055
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",0.002041696677673029
"value__fft_coefficient__attr_""abs""__coeff_3",0.00203743236544779
value__longest_strike_below_mean,0.002034491916910044
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.002032241775851314
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.0020292683308615676
value__c3__lag_3,0.0020265684959092246
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",0.0020142379555372638
value__number_crossing_m__m_1,0.0020030255990998455
"value__fft_aggregated__aggtype_""centroid""",0.0019826547896985543
value__quantile__q_0.4,0.001966136336437809
value__energy_ratio_by_chunks__num_segments_10__segment_focus_6,0.001955876429075958
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",0.0019062559049899126
value__ar_coefficient__coeff_0__k_10,0.001857150943598655
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",0.0018571011177011662
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",0.0018136914956504062
value__c3__lag_2,0.0017987007379139516
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.001797454370746337
"value__fft_coefficient__attr_""abs""__coeff_7",0.0017649192827448243
value__ar_coefficient__coeff_10__k_10,0.0017434069255175952
"value__linear_trend__attr_""slope""",0.0017102668745125117
value__number_peaks__n_3,0.0017062475448202097
value__lempel_ziv_complexity__bins_3,0.0016903625170040092
value__lempel_ziv_complexity__bins_5,0.0016616881120001252
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.0016587770834035787
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",0.0016416997592291547
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",0.001639288960235538
value__ar_coefficient__coeff_2__k_10,0.001617753775270013
value__energy_ratio_by_chunks__num_segments_10__segment_focus_3,0.001617481939059511
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",0.0015828373993601842
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",0.0015733800017033912
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",0.0015514469315805436
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",0.0015347156987434176
value__ar_coefficient__coeff_7__k_10,0.0015245955548344001
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.0015200605253124617
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",0.001517146441164828
"value__fft_coefficient__attr_""real""__coeff_1",0.0014908505895336289
value__partial_autocorrelation__lag_4,0.0014861700472449078
value__energy_ratio_by_chunks__num_segments_10__segment_focus_7,0.0014845467409485167
value__quantile__q_0.6,0.0014745267195186782
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",0.0014700685589159798
value__fourier_entropy__bins_3,0.001435759196623126
"value__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",0.001423863425391449
"value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",0.0014220305764367724
"value__fft_coefficient__attr_""abs""__coeff_8",0.0014213499717281365
value__ratio_beyond_r_sigma__r_2,0.001416672979071173
"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",0.0013679229296732185
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",0.0013626147733809579
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",0.001350682008167491
value__median,0.0013319018978425118
value__count_above__t_0,0.0013139519571978692
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",0.0013134419171482827
"value__fft_coefficient__attr_""angle""__coeff_1",0.0012956473426360227
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",0.0012901263016566866
value__lempel_ziv_complexity__bins_2,0.0012711311088080997
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""",0.0012615998826061468
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""",0.0012563938607942015
"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",0.0012501401220429253
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""",0.0012412646930538627
value__friedrich_coefficients__coeff_0__m_3__r_30,0.001240937709261907
value__count_below__t_0,0.0012332123023287786
value__spkt_welch_density__coeff_8,0.0012315562556344996
value__ratio_beyond_r_sigma__r_5,0.001224724602109985
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",0.0012107665651720442
value__energy_ratio_by_chunks__num_segments_10__segment_focus_1,0.0012102422639238913
value__mean,0.0011818002963032218
"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",0.0011688181006769777
value__large_standard_deviation__r_0.2,0.001163969237367672
"value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",0.0011486227785934913
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.0011454240778770441
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",0.001139131533356616
"value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",0.0011367845114995327
"value__fft_coefficient__attr_""imag""__coeff_1",0.00111435863352457
"value__fft_coefficient__attr_""real""__coeff_0",0.0011032662216416413
"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.0010992467845642494
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",0.001084308489322096
"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",0.0010731304988462417
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",0.0010544496637173114
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.0010530455961591642
value__fourier_entropy__bins_2,0.0010444405880057864
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",0.001029299642088926
"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",0.0010258445926453114
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",0.0010109464260341392
"value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",0.001006453242531139
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.0009964841134806628
"value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",0.0009954994730405507
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",0.0009798170001976093
"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",0.0009754037359910964
value__partial_autocorrelation__lag_8,0.000971713348159919
value__energy_ratio_by_chunks__num_segments_10__segment_focus_2,0.0009560112876592042
value__partial_autocorrelation__lag_5,0.0009452004146789482
"value__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",0.0009392162489330862
"value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",0.0009373654231031927
value__friedrich_coefficients__coeff_1__m_3__r_30,0.0009371374876834326
value__ar_coefficient__coeff_8__k_10,0.0009259244520943875
"value__fft_coefficient__attr_""abs""__coeff_9",0.0009218339515336913
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",0.0009101728573522864
"value__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",0.0009004862980882327
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",0.0008983382845886232
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.000897975586766717
